Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
160080,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,,,CLINTON,IA,52732.00,CLINTON,5632445555.00,14.90,No Different than U.S. National Rate,11.90,18.40,231.00,,12.30,No Different than U.S. National Rate,9.70,15.20,338.00,,11.20,No Different than U.S. National Rate,9.00,13.90,523.00,,20.30,No Different than U.S. National Rate,16.90,24.30,190.00,,25.50,No Different than U.S. National Rate,22.30,29.10,379.00,,19.00,No Different than U.S. National Rate,16.40,21.90,562.00,
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,,,DES MOINES,IA,50309.00,POLK,5152416212.00,16.30,No Different than U.S. National Rate,13.70,19.30,451.00,,13.30,No Different than U.S. National Rate,11.10,15.70,563.00,,13.00,No Different than U.S. National Rate,10.90,15.40,475.00,,16.70,No Different than U.S. National Rate,14.20,19.70,488.00,,20.90,Better than U.S. National Rate,18.30,23.80,652.00,,16.50,No Different than U.S. National Rate,14.00,19.30,484.00,
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,,,DES MOINES,IA,50314.00,POLK,5152473121.00,15.00,No Different than U.S. National Rate,12.60,17.70,616.00,,12.20,No Different than U.S. National Rate,10.50,14.20,899.00,,10.60,No Different than U.S. National Rate,9.00,12.40,929.00,,16.60,Better than U.S. National Rate,14.20,19.30,663.00,,24.30,No Different than U.S. National Rate,21.90,26.70,1055.00,,18.70,No Different than U.S. National Rate,16.60,20.90,989.00,
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,,,OTTUMWA,IA,52501.00,WAPELLO,6416842300.00,16.60,No Different than U.S. National Rate,13.20,20.40,116.00,,11.00,No Different than U.S. National Rate,8.40,14.20,214.00,,10.90,No Different than U.S. National Rate,8.30,14.40,237.00,,18.30,No Different than U.S. National Rate,14.90,22.60,95.00,,24.90,No Different than U.S. National Rate,21.30,28.90,246.00,,19.20,No Different than U.S. National Rate,15.90,22.90,254.00,
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,,,DES MOINES,IA,50314.00,POLK,5152822200.00,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,11.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,12.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing
160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,,,BETTENDORF,IA,52722.00,SCOTT,5637425000.00,14.80,No Different than U.S. National Rate,11.50,18.80,55.00,,12.20,No Different than U.S. National Rate,8.90,16.20,90.00,,13.10,No Different than U.S. National Rate,9.90,17.10,133.00,,19.00,No Different than U.S. National Rate,15.20,23.20,61.00,,24.80,No Different than U.S. National Rate,20.50,29.60,114.00,,18.80,No Different than U.S. National Rate,15.40,23.00,146.00,
160110,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,,,WATERLOO,IA,50703.00,BLACK HAWK,3192353941.00,16.70,No Different than U.S. National Rate,13.90,19.90,383.00,,11.70,No Different than U.S. National Rate,9.40,14.50,485.00,,12.70,No Different than U.S. National Rate,10.40,15.50,425.00,,19.60,No Different than U.S. National Rate,16.50,23.00,368.00,,23.00,No Different than U.S. National Rate,20.20,26.00,591.00,,19.30,No Different than U.S. National Rate,16.60,22.20,476.00,
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,,,SPENCER,IA,51301.00,CLAY,7122648300.00,16.10,No Different than U.S. National Rate,12.30,20.70,26.00,,13.30,No Different than U.S. National Rate,10.00,17.70,119.00,,16.00,Worse than U.S. National Rate,12.90,19.70,281.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,14.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.40,No Different than U.S. National Rate,19.30,28.20,126.00,,16.50,No Different than U.S. National Rate,13.70,20.10,284.00,
160117,THE FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,,,DUBUQUE,IA,52001.00,DUBUQUE,5635821881.00,14.80,No Different than U.S. National Rate,11.60,18.50,95.00,,11.80,No Different than U.S. National Rate,9.00,15.40,148.00,,10.10,No Different than U.S. National Rate,7.60,13.10,274.00,,18.80,No Different than U.S. National Rate,15.10,23.10,64.00,,25.00,No Different than U.S. National Rate,20.70,29.90,152.00,,18.50,No Different than U.S. National Rate,15.60,22.30,288.00,
160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,,,FORT MADISON,IA,52627.00,LEE,3193726530.00,16.20,No Different than U.S. National Rate,12.30,20.70,41.00,,11.80,No Different than U.S. National Rate,8.90,15.70,121.00,,12.70,No Different than U.S. National Rate,9.50,16.80,171.00,,20.30,No Different than U.S. National Rate,15.90,25.10,27.00,,26.90,No Different than U.S. National Rate,22.20,31.90,135.00,,17.50,No Different than U.S. National Rate,14.50,21.50,185.00,
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,,,SPIRIT LAKE,IA,51360.00,DICKINSON,7123361230.00,Not Available,Number of Cases Too Small,Not Available,Not Available,15.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.70,No Different than U.S. National Rate,8.50,15.80,80.00,,12.60,No Different than U.S. National Rate,9.70,16.30,236.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.20,No Different than U.S. National Rate,19.70,29.30,83.00,,17.30,No Different than U.S. National Rate,14.00,21.10,252.00,
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,,,SIOUX CITY,IA,51104.00,WOODBURY,7122793500.00,16.00,No Different than U.S. National Rate,12.20,20.40,54.00,,11.40,No Different than U.S. National Rate,8.70,15.10,193.00,,12.40,No Different than U.S. National Rate,9.60,15.60,328.00,,20.20,No Different than U.S. National Rate,16.20,25.20,46.00,,23.40,No Different than U.S. National Rate,19.60,27.50,213.00,,16.50,No Different than U.S. National Rate,13.80,19.80,344.00,
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,,,GRINNELL,IA,50112.00,POWESHIEK,6412367511.00,15.50,No Different than U.S. National Rate,11.90,19.60,31.00,,13.70,No Different than U.S. National Rate,10.30,18.00,90.00,,12.30,No Different than U.S. National Rate,9.10,16.20,151.00,,19.20,No Different than U.S. National Rate,15.10,24.10,30.00,,25.60,No Different than U.S. National Rate,21.30,30.30,110.00,,17.90,No Different than U.S. National Rate,14.40,21.90,154.00,
160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST BOX #316B,,,SIOUX CITY,IA,51101.00,WOODBURY,7122792010.00,14.30,No Different than U.S. National Rate,11.50,17.60,330.00,,12.80,No Different than U.S. National Rate,10.40,15.80,351.00,,13.10,No Different than U.S. National Rate,10.60,15.90,396.00,,18.40,No Different than U.S. National Rate,15.60,21.70,375.00,,26.40,No Different than U.S. National Rate,23.10,29.80,422.00,,18.50,No Different than U.S. National Rate,15.70,21.70,440.00,
161300,BAUM HARMON MERCY HOSPITAL,255 N WELCH AVENUE,,,PRIMGHAR,IA,51245.00,OBRIEN,7129572300.00,Not Available,Number of Cases Too Small,Not Available,Not Available,7.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,16.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.50,No Different than U.S. National Rate,8.40,17.90,26.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,6.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,17.40,No Different than U.S. National Rate,13.50,22.40,26.00,
161301,BELMOND MEDICAL CENTER,403 FIRST STREET SE,,,BELMOND,IA,50421.00,WRIGHT,6414443223.00,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.70,No Different than U.S. National Rate,7.10,15.80,45.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,14.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.00,No Different than U.S. National Rate,14.00,22.90,52.00,
161302,WRIGHT MEDICAL CENTER,1316 SOUTH MAIN STREET,,,CLARION,IA,50525.00,WRIGHT,5155322811.00,Not Available,Number of Cases Too Small,Not Available,Not Available,7.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,18.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.30,No Different than U.S. National Rate,9.80,18.00,117.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,6.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,17.90,No Different than U.S. National Rate,14.40,22.10,118.00,
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,,,GRUNDY CENTER,IA,50638.00,GRUNDY,3198245421.00,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,20.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.20,No Different than U.S. National Rate,9.00,19.00,34.00,,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,24.40,No Different than U.S. National Rate,19.30,30.20,28.00,,18.30,No Different than U.S. National Rate,14.30,23.70,36.00,
161304,ALEGENT HEALTH MERCY HOSPITAL,603 ROSARY DRIVE,,,CORNING,IA,50841.00,ADAMS,6413223121.00,Not Available,Number of Cases Too Small,Not Available,Not Available,12.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.30,No Different than U.S. National Rate,8.80,16.70,45.00,,10.40,No Different than U.S. National Rate,7.10,14.80,50.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,10.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.70,No Different than U.S. National Rate,18.20,28.10,51.00,,17.40,No Different than U.S. National Rate,13.30,22.20,48.00,
161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,,,ANAMOSA,IA,52205.00,JONES,3194626131.00,Not Available,Number of Cases Too Small,Not Available,Not Available,4.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.10,No Different than U.S. National Rate,7.80,15.50,30.00,,10.60,No Different than U.S. National Rate,7.40,15.00,110.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,5.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.00,No Different than U.S. National Rate,19.30,29.80,33.00,,19.40,No Different than U.S. National Rate,15.50,24.20,114.00,
161307,HANCOCK COUNTY MEMORIAL HOSPITAL,532 1ST ST NW,,,BRITT,IA,50423.00,HANCOCK,6418435000.00,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.20,No Different than U.S. National Rate,7.90,15.90,50.00,,12.90,No Different than U.S. National Rate,9.20,17.40,91.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.00,No Different than U.S. National Rate,19.30,29.40,56.00,,19.70,No Different than U.S. National Rate,15.70,24.30,97.00,
161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,,,HAMPTON,IA,50441.00,FRANKLIN,6414565000.00,Not Available,Number of Cases Too Small,Not Available,Not Available,2.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,16.90,Worse than U.S. National Rate,12.10,23.20,53.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,1.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.30,No Different than U.S. National Rate,14.10,23.30,47.00,
161309,ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,631 N 8TH ST,,,MISSOURI VALLEY,IA,51555.00,HARRISON,7126422784.00,Not Available,Number of Cases Too Small,Not Available,Not Available,15.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.30,No Different than U.S. National Rate,8.20,15.30,55.00,,11.30,No Different than U.S. National Rate,8.40,15.20,141.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.50,No Different than U.S. National Rate,20.00,29.40,68.00,,17.40,No Different than U.S. National Rate,14.10,21.20,142.00,
161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,,,GREENFIELD,IA,50849.00,ADAIR,6417432123.00,Not Available,Number of Cases Too Small,Not Available,Not Available,7.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,17.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.20,No Different than U.S. National Rate,8.40,17.40,66.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,7.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,18.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,17.00,No Different than U.S. National Rate,13.10,22.00,65.00,
161311,HAWARDEN COMMUNITY HOSPITAL,1111 11TH STREET,,,HAWARDEN,IA,51023.00,SIOUX,7125513100.00,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,4.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.70,No Different than U.S. National Rate,7.90,17.00,30.00,,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Number of Cases Too Small,Not Available,Not Available,4.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.20,No Different than U.S. National Rate,14.10,23.30,37.00,
161312,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,,,GUTTENBERG,IA,52052.00,CLAYTON,5632521121.00,Not Available,Number of Cases Too Small,Not Available,Not Available,12.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.40,No Different than U.S. National Rate,8.60,17.20,30.00,,11.30,No Different than U.S. National Rate,7.70,16.30,53.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.70,No Different than U.S. National Rate,18.80,29.40,32.00,,19.10,No Different than U.S. National Rate,14.70,24.10,55.00,
161313,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,,,DEWITT,IA,52742.00,CLINTON,5636594200.00,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.80,No Different than U.S. National Rate,8.30,16.40,26.00,,11.40,No Different than U.S. National Rate,7.90,16.20,39.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,3.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.10,No Different than U.S. National Rate,19.30,29.70,25.00,,18.40,No Different than U.S. National Rate,14.10,23.40,37.00,
161316,PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON STREET,,,WEST UNION,IA,52175.00,FAYETTE,5634223811.00,Not Available,Number of Cases Too Small,Not Available,Not Available,9.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.30,No Different than U.S. National Rate,8.70,17.20,28.00,,13.80,No Different than U.S. National Rate,10.00,19.00,75.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,10.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.70,No Different than U.S. National Rate,18.90,29.30,40.00,,17.20,No Different than U.S. National Rate,13.40,21.60,82.00,
